2025-07-21 09:44:59 | INFO | PID:9668 | Attempting to verify queue 'article-content-request-queue'
2025-07-21 09:45:03 | WARNING | PID:19260 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:45:03 | WARNING | PID:19260 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:45:03 | WARNING | PID:19260 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:45:03 | WARNING | PID:19260 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:45:03 | WARNING | PID:19260 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:45:03 | WARNING | PID:19260 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:45:03 | WARNING | PID:19260 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:45:03 | WARNING | PID:19260 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:45:03 | INFO | PID:19260 | Worker instance created
2025-07-21 09:45:03 | INFO | PID:19260 | Got process ID: 19260
2025-07-21 09:45:03 | INFO | PID:19260 | Registered worker process 19260 in registry with tag url_rewriter_content_request_worker_19260_1753071303
2025-07-21 09:45:03 | INFO | PID:19260 | Starting consuming on article-content-request-queue
2025-07-21 09:45:04 | INFO | PID:19260 | Started url_rewriter_content_request_worker on queue: article-content-request-queue
2025-07-21 09:45:04 | INFO | PID:19260 | Started url_rewriter_content_request_worker with PID: 19260, queue: article-content-request-queue
2025-07-21 09:45:06 | WARNING | PID:19260 | Attempt 1: Worker not found in RabbitMQ consumers
2025-07-21 09:45:08 | WARNING | PID:19260 | No open connection/channel: connecting...
2025-07-21 09:45:08 | INFO | PID:19260 | Successfully connected on attempt 1
2025-07-21 09:45:08 | INFO | PID:19260 | Consumer registered on queue: article-content-request-queue
2025-07-21 09:45:08 | INFO | PID:19260 | Starting consuming on article-content-request-queue
2025-07-21 09:45:10 | INFO | PID:19260 | Worker url_rewriter_content_request_worker_19260_1753071303 verified in RabbitMQ consumers
2025-07-21 09:45:27 | INFO | PID:19260 | Processing message from queue: article-content-request-queue
2025-07-21 09:45:48 | INFO | PID:19260 | Successfully authenticated with API
2025-07-21 09:45:48 | INFO | PID:19260 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-07-21 09:46:13 | INFO | PID:19260 | Successfully authenticated with API
2025-07-21 09:46:13 | INFO | PID:19260 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-07-21 09:46:14 | INFO | PID:19260 | Successfully authenticated with API
2025-07-21 09:46:14 | INFO | PID:19260 | Making GET request to /message-service-api/ai-messages/ (Attempt 1/3)
2025-07-21 09:46:14 | INFO | PID:19260 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-07-21 09:46:29 | INFO | PID:19260 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_content_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
2025-07-21 09:46:29 | INFO | PID:19260 | Message processed in 61.77 seconds
2025-07-21 09:46:29 | INFO | PID:19260 | Message acknowledged
2025-07-21 09:46:34 | WARNING | PID:19260 | No open connection/channel: connecting...
2025-07-21 09:46:34 | INFO | PID:19260 | Successfully connected on attempt 1
2025-07-21 09:46:34 | INFO | PID:19260 | Consumer registered on queue: article-content-request-queue
2025-07-21 09:46:34 | INFO | PID:19260 | Starting consuming on article-content-request-queue
2025-07-21 09:53:43 | INFO | PID:25836 | Attempting to verify queue 'article-content-request-queue'
2025-07-21 09:53:43 | INFO | PID:25836 | RabbitMQ Host: localhost, Port: 15672
2025-07-21 09:53:43 | INFO | PID:25836 | Successfully created channel
2025-07-21 09:53:43 | INFO | PID:25836 | Attempting AMQP check for queue 'article-content-request-queue'
2025-07-21 09:53:43 | INFO | PID:25836 | Queue 'article-content-request-queue' exists (verified via AMQP)
2025-07-21 09:53:46 | INFO | PID:17864 | Starting worker url_rewriter_content_request_worker for queue article-content-request-queue
2025-07-21 09:53:46 | INFO | PID:17864 | Created new channel
2025-07-21 09:53:46 | INFO | PID:17864 | Declared queue: article-content-request-queue
2025-07-21 09:53:46 | INFO | PID:17864 | Available workers: ['testworker', 'url_rewriter_content_request_worker', 'url_rewriter_content_response_worker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-07-21 09:53:46 | INFO | PID:17864 | Found worker class: UrlRewriterParallelWorker
2025-07-21 09:53:46 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:46 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | WARNING | PID:17864 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:53:47 | WARNING | PID:17864 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:53:47 | INFO | PID:17864 | Worker instance created
2025-07-21 09:53:47 | INFO | PID:17864 | Got process ID: 17864
2025-07-21 09:53:47 | INFO | PID:17864 | Registered worker process 17864 in registry with tag url_rewriter_content_request_worker_17864_1753071827
2025-07-21 09:53:47 | INFO | PID:17864 | Starting consuming on article-content-request-queue
2025-07-21 09:53:47 | INFO | PID:17864 | Started url_rewriter_content_request_worker on queue: article-content-request-queue
2025-07-21 09:53:47 | INFO | PID:17864 | Started url_rewriter_content_request_worker with PID: 17864, queue: article-content-request-queue
2025-07-21 09:53:49 | WARNING | PID:17864 | Attempt 1: Worker not found in RabbitMQ consumers
2025-07-21 09:53:52 | WARNING | PID:17864 | No open connection/channel: connecting...
2025-07-21 09:53:52 | INFO | PID:17864 | Successfully connected on attempt 1
2025-07-21 09:53:52 | INFO | PID:17864 | Consumer registered on queue: article-content-request-queue
2025-07-21 09:53:52 | INFO | PID:17864 | Starting consuming on article-content-request-queue
2025-07-21 09:53:53 | WARNING | PID:17864 | Attempt 2: Worker not found in RabbitMQ consumers
2025-07-21 09:53:57 | INFO | PID:17864 | Worker url_rewriter_content_request_worker_17864_1753071827 verified in RabbitMQ consumers
2025-07-21 09:54:08 | INFO | PID:17864 | Processing message from queue: article-content-request-queue
2025-07-21 09:54:25 | INFO | PID:17864 | Successfully authenticated with API
2025-07-21 09:54:25 | INFO | PID:17864 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-07-21 09:54:47 | INFO | PID:17864 | Successfully authenticated with API
2025-07-21 09:54:47 | INFO | PID:17864 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-07-21 09:54:48 | INFO | PID:17864 | Successfully authenticated with API
2025-07-21 09:54:48 | INFO | PID:17864 | Making GET request to /message-service-api/ai-messages/ (Attempt 1/3)
2025-07-21 09:54:48 | INFO | PID:17864 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-07-21 09:57:33 | INFO | PID:17864 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_content_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
2025-07-21 09:57:33 | INFO | PID:17864 | Message processed in 205.22 seconds
2025-07-21 09:57:33 | INFO | PID:17864 | Message acknowledged
2025-07-21 09:57:38 | WARNING | PID:17864 | No open connection/channel: connecting...
2025-07-21 09:57:38 | INFO | PID:17864 | Successfully connected on attempt 1
2025-07-21 09:57:38 | INFO | PID:17864 | Consumer registered on queue: article-content-request-queue
2025-07-21 09:57:38 | INFO | PID:17864 | Starting consuming on article-content-request-queue
2025-07-21 09:59:42 | INFO | PID:24004 | Attempting to verify queue 'article-content-request-queue'
2025-07-21 09:59:42 | INFO | PID:24004 | RabbitMQ Host: localhost, Port: 15672
2025-07-21 09:59:42 | INFO | PID:24004 | Successfully created channel
2025-07-21 09:59:42 | INFO | PID:24004 | Attempting AMQP check for queue 'article-content-request-queue'
2025-07-21 09:59:42 | INFO | PID:24004 | Queue 'article-content-request-queue' exists (verified via AMQP)
2025-07-21 09:59:46 | INFO | PID:30096 | Starting worker url_rewriter_content_request_worker for queue article-content-request-queue
2025-07-21 09:59:46 | INFO | PID:30096 | Created new channel
2025-07-21 09:59:46 | INFO | PID:30096 | Declared queue: article-content-request-queue
2025-07-21 09:59:46 | INFO | PID:30096 | Available workers: ['testworker', 'url_rewriter_content_request_worker', 'url_rewriter_content_response_worker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-07-21 09:59:46 | INFO | PID:30096 | Found worker class: UrlRewriterParallelWorker
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | WARNING | PID:30096 | Detected localhost connection - disabling SSL verification for development
2025-07-21 09:59:46 | WARNING | PID:30096 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 09:59:46 | INFO | PID:30096 | Worker instance created
2025-07-21 09:59:46 | INFO | PID:30096 | Got process ID: 30096
2025-07-21 09:59:46 | INFO | PID:30096 | Registered worker process 30096 in registry with tag url_rewriter_content_request_worker_30096_1753072186
2025-07-21 09:59:46 | INFO | PID:30096 | Starting consuming on article-content-request-queue
2025-07-21 09:59:47 | INFO | PID:30096 | Started url_rewriter_content_request_worker on queue: article-content-request-queue
2025-07-21 09:59:47 | INFO | PID:30096 | Started url_rewriter_content_request_worker with PID: 30096, queue: article-content-request-queue
2025-07-21 09:59:49 | WARNING | PID:30096 | Attempt 1: Worker not found in RabbitMQ consumers
2025-07-21 09:59:51 | WARNING | PID:30096 | No open connection/channel: connecting...
2025-07-21 09:59:51 | INFO | PID:30096 | Successfully connected on attempt 1
2025-07-21 09:59:51 | INFO | PID:30096 | Consumer registered on queue: article-content-request-queue
2025-07-21 09:59:51 | INFO | PID:30096 | Starting consuming on article-content-request-queue
2025-07-21 09:59:53 | WARNING | PID:30096 | Attempt 2: Worker not found in RabbitMQ consumers
2025-07-21 09:59:57 | INFO | PID:30096 | Worker url_rewriter_content_request_worker_30096_1753072186 verified in RabbitMQ consumers
2025-07-21 10:00:07 | INFO | PID:30096 | Processing message from queue: article-content-request-queue
2025-07-21 10:00:23 | INFO | PID:30096 | Successfully authenticated with API
2025-07-21 10:00:23 | INFO | PID:30096 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-07-21 10:01:09 | INFO | PID:30096 | Successfully authenticated with API
2025-07-21 10:01:09 | INFO | PID:30096 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-07-21 10:01:10 | INFO | PID:30096 | Successfully authenticated with API
2025-07-21 10:01:10 | INFO | PID:30096 | Making GET request to /message-service-api/ai-messages/ (Attempt 1/3)
2025-07-21 10:01:10 | INFO | PID:30096 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-07-21 10:01:43 | INFO | PID:30096 | Making update request to endpoint: /message-service-api/ai-message/update/f05df4c8-7af8-48f1-8e2f-a43fd92aaed5/9fb701bd-b7a6-4e53-aef3-6c1a07f430af/
2025-07-21 10:01:44 | INFO | PID:30096 | Successfully authenticated with API
2025-07-21 10:01:44 | INFO | PID:30096 | Making PATCH request to /message-service-api/ai-message/update/f05df4c8-7af8-48f1-8e2f-a43fd92aaed5/9fb701bd-b7a6-4e53-aef3-6c1a07f430af/ (Attempt 1/3)
2025-07-21 10:01:44 | INFO | PID:30096 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_content_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
2025-07-21 10:01:44 | INFO | PID:30096 | Message processed in 97.29 seconds
2025-07-21 10:01:44 | INFO | PID:30096 | Message acknowledged
2025-07-21 10:01:49 | WARNING | PID:30096 | No open connection/channel: connecting...
2025-07-21 10:01:49 | INFO | PID:30096 | Successfully connected on attempt 1
2025-07-21 10:01:49 | INFO | PID:30096 | Consumer registered on queue: article-content-request-queue
2025-07-21 10:01:49 | INFO | PID:30096 | Starting consuming on article-content-request-queue
2025-07-21 10:53:33 | INFO | PID:12644 | Attempting to verify queue 'article-content-request-queue'
2025-07-21 10:53:33 | INFO | PID:12644 | RabbitMQ Host: localhost, Port: 15672
2025-07-21 10:53:33 | INFO | PID:12644 | Successfully created channel
2025-07-21 10:53:33 | INFO | PID:12644 | Attempting AMQP check for queue 'article-content-request-queue'
2025-07-21 10:53:33 | INFO | PID:12644 | Queue 'article-content-request-queue' exists (verified via AMQP)
2025-07-21 10:53:36 | INFO | PID:28204 | Starting worker url_rewriter_content_request_worker for queue article-content-request-queue
2025-07-21 10:53:36 | INFO | PID:28204 | Created new channel
2025-07-21 10:53:36 | INFO | PID:28204 | Declared queue: article-content-request-queue
2025-07-21 10:53:36 | INFO | PID:28204 | Available workers: ['testworker', 'url_rewriter_content_request_worker', 'url_rewriter_content_response_worker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-07-21 10:53:36 | INFO | PID:28204 | Found worker class: UrlRewriterParallelWorker
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | WARNING | PID:28204 | Detected localhost connection - disabling SSL verification for development
2025-07-21 10:53:36 | WARNING | PID:28204 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-07-21 10:53:36 | INFO | PID:28204 | Worker instance created
2025-07-21 10:53:36 | INFO | PID:28204 | Got process ID: 28204
2025-07-21 10:53:36 | INFO | PID:28204 | Registered worker process 28204 in registry with tag url_rewriter_content_request_worker_28204_1753075416
2025-07-21 10:53:36 | INFO | PID:28204 | Starting consuming on article-content-request-queue
2025-07-21 10:53:37 | INFO | PID:28204 | Started url_rewriter_content_request_worker on queue: article-content-request-queue
2025-07-21 10:53:37 | INFO | PID:28204 | Started url_rewriter_content_request_worker with PID: 28204, queue: article-content-request-queue
2025-07-21 10:53:39 | WARNING | PID:28204 | Attempt 1: Worker not found in RabbitMQ consumers
2025-07-21 10:53:41 | WARNING | PID:28204 | No open connection/channel: connecting...
2025-07-21 10:53:41 | INFO | PID:28204 | Successfully connected on attempt 1
2025-07-21 10:53:41 | INFO | PID:28204 | Consumer registered on queue: article-content-request-queue
2025-07-21 10:53:41 | INFO | PID:28204 | Starting consuming on article-content-request-queue
2025-07-21 10:53:43 | WARNING | PID:28204 | Attempt 2: Worker not found in RabbitMQ consumers
2025-07-21 10:53:47 | INFO | PID:28204 | Worker url_rewriter_content_request_worker_28204_1753075416 verified in RabbitMQ consumers
2025-07-21 10:53:59 | INFO | PID:28204 | Processing message from queue: article-content-request-queue
2025-07-21 10:54:16 | INFO | PID:28204 | Successfully authenticated with API
2025-07-21 10:54:16 | INFO | PID:28204 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-07-21 10:54:27 | INFO | PID:28204 | Successfully authenticated with API
2025-07-21 10:54:27 | INFO | PID:28204 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-07-21 10:54:28 | INFO | PID:28204 | Successfully authenticated with API
2025-07-21 10:54:28 | INFO | PID:28204 | Making GET request to /message-service-api/ai-messages/ (Attempt 1/3)
2025-07-21 10:54:28 | INFO | PID:28204 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
